input,target
Ne kadar sürede görevi bitirebileceksin?,İşi ne kadar sürede bitirebileceksin?
Kaç yaşındasın?,Kaç yaşında?
Hangi okula gidiyorsun?,Nerede liseye devam ediyorsun?
Demiryolu istasyonu nerede?,Otobüs terminali nerede?
Çalma listenizde ne var?,Oynatma listenizde neler var?
Ne zaman başlatırız?,Se ne zaman gidiyorsun?
Elmaları sever misin?,Elma sevmez misin?
Neden derse geç kaldın?,Neden derse geç kaldınız?
Derhal terketmeli miyim?,Oraya hemen gitmeli miyim?
Tom onu ister mi?,Tom'un istediği bu değil mi?
Sana kim ders veriyor?,Sana kim öğretiyor?
"Tom'u tanıyorsun, değil mi?","Tom hakkında biliyorsun, değil mi?"
Burada olmalı mıyız?,Burada olmamız gerekir mi?
Kayıp kişiler misiniz?,Kayıp mısın?
Ne zaman yola çıkacağız?,Ne zaman gittin?
Maria ile oynayabilir miyim?,Oynamak için Mary'nin evine gidebilir miyim?
Yarın bayram mı?,Yarın bir tatil mi?
Buraya nasıl geldim?,O nasıl buraya geldi?
Ne zaman geri geleceksin?,Nerede başlayalım?
Hangisiyle başlayayım?,Nereden başlıyoruz?
İşini yaptın mı?,Ev ödevin hazır mı?
Bir bardak çay ister misin?,Kahve ister misin?
Ülkende insanlar çay içer mi?,Ülkende çay içilir mi?
O sana bakıp duruyordu. Fark etmedin mi?,Sürekli sana bakıyordu. Fark etmedin mi?
Tom ile anlaşma nedir?,Tom ne pişiriyor?
Bir şey unuttun mu?,Bir şey kaçırmıyor musun?
Sigara içmemin sizce bir sakıncası var mı?,Sigara içmem sizi rahatsız eder mi?
Bir bardak çaya ne dersiniz?,Çay ister misin?
Neden gülmüyorsunuz?,Neden gülmüyorsun?
Beyaz evi görüyor musun?,Beyaz sarayı görüyor musun?
Ne zaman kalkar?,Kaçta kalkarsınız?
Neden seni oraya götürmüyoruz?,Neden onu oraya götürmüyoruz?
TV'yi kapatır mısınız?,"Sana zahmet, televizyonu açabilir misin?"
Onun nasıl onarılacağını bilmiyor musun?,Onun nasıl düzeltileceğini bilmiyor musun?
Hangi gün izinlisin?,Ne zaman başlarız?
Ne yemeliyim?,Ne yemem gerekiyor?
Kahve istiyor musunuz?,Kahve içer misiniz?
Arkadaşlarınız nerede?,Senin karın kim?
Bunu görmek ister misiniz?,Bunu izlemek istemiyor musun?
Burcun ne?,Hangi burçsun?
Neden artık o beni ziyaret etmiyor?,O neden artık beni ziyaret etmiyor?
Tom ne diyor?,Tom nasıl yanıtladı?
Uçağın ne zaman havalanıyor?,Uçağın ne zaman?
O öldü mü?,Ölü mü?
Bir şey unuttun mu?,Bir şey unutmadın mı?
Biri nerede kitaplar alabilir?,Nereden kitap alabilirim?
Onun hakkında ne denilebilir?,Ne diyebiliriz?
Tom'un onu yapmak için ne zaman zamanı vardı?,Tom'un ne zaman onu yapmak için zamanı vardı?
Niçin onu düşünüyorsun?,Sana o fikri ne verdi?
Onun sorunu var mı?,Acelen mi var?
Ne zaman gidiyoruz?,Nerede başlayalım?
Nerede başlarım?,Ne zaman başlatırız?
Kütüphanede misiniz?,Kütüphanede misin?
Öyleyse ne öneriyorsun?,"Peki, sen ne öneriyorsun?"
Bir kız arkadaşın var mı?,İstikrarlı bir erkek arkadaşın var mı?
Bu bisiklet senin mi?,Senin bisikletin mi?
Lastik basıncını kontrol edebilir misiniz?,Lastik basıncını kontrol eder misin?
Normal görünüyor muyum?,O garip değil mi?
Bir fincan kahve içer misiniz?,Bir fincan çay ister misiniz?
Bu koltuk birisi için mi ayrılıyor?,"Pardon, bu koltuk boşta mı?"
O evde mi?,Burası mı?
Sesin tuhaf. Ne oldu?,Sesin garip. Sorun nedir?
Uyuyor mu?,"O, uyuyor mu?"
Ne zaman eve gidecek?,Ne zaman geri dönüyorsun?
O Tom'un mu?,Bunu sahibi sen misin?
Niçin bu kadar erken kalktın?,Bu kadar erken ne yapıyorsun?
Tom da mı öğretmen?,Tom da öğretmen miymiş?
Yeni işinden memnun musun?,Yeni işini seviyor musun?
Bu sözcüğü telaffuz edebilecek biri var mı?,Biri bu karakterin nasıl telaffuz edileceğini biliyor mu?
Yorgun hissediyor musun?,Çok yorgun hissediyor musun?
Senin avukatın kim?,Avukatın kim?
Kiminle konuştuğunu biliyor musun?,Kiminle konuştuğunu bile biliyor musun?
Bu kimin arabası?,O kimin arabası?
"Affedersiniz, bu koltuk hala ücretsiz mi?",Bu koltuk ayrıldı mı?
Neden hazır değilsin?,Neden hazır değilsiniz?
Bay Saito'yu hatırlıyor musun?,Bay Saito'yu hatırlıyor musunuz?
Genellikle saat kaçta eve dönersin?,"O, eve ne zaman dönecek?"
"Bildiğin, muayene için eve gelen bir doktor var mı?",Ev vizesi yapan bir doktor tanıyor musun?
Burada sigara içebilir miyim?,Sigara içmem seni rahatsız eder mi?
Otuz dolar yeterli mi?,Otuz dolar yeter mi?
Neden onu sana vermem gerekiyor?,Neden bunu sana vermek zorundayım?
Zan altında mıyım?,Ben bir şüpheli miyim?
Bizi yalnız bırakabilir misin?,Bizi yalnız bırakır mısınız?
Bu kadar geç saatte ne yapıyorsun?,Bu geç saate kadar ne yapıyorsunuz?
Yarın partiye gelmeyecek misin?,Yarın partiye geliyor musun?
Yarın dışarı çıkacak mısın?,Yarın gidecek misin?
Hangisi bizim arabamız?,Hangi araba bizim?
Bir fırt tekila ister misiniz?,Bir kadeh tekila istermisiniz?
Neden ağladın?,Onlar niçin ağlıyor?
Bir biletiniz var mı?,Bir haritan var mı?
Başka herkes nerede?,Bütün insanlar nereye gitti?
Bu civardan değil misin?,Sen buralı değil misin?
Sen önceden öğle yemeği yedin mi?,Sabah kahvaltısını henüz bitirdin mi?
Avrupa tarihi ile ilgileniyor musun?,Avrupa tarihi ile ilgili misin?
Sen şimdi nerede oturuyorsun?,Şimdi nerede yaşıyorsun?
Almanca konuşabiliyor musunuz?,Almanca konuşur musun?
E-posta adresiniz nedir?,Elektronik posta adresin nedir?
Neden gelmediniz?,Niçin gelmedin?
Ne zaman geri döndün?,Saat kaçta çıkıyoruz?
Eve ne zaman gideceksin?,Ne zaman varırsın?
Eve ne zaman geleceksin?,Ne zaman geri geliyorsun?
Onunla ilk olarak nasıl tanıştın?,Birbirinizi nasıl tanıdınız?
Bu kitabı daha önce okudunuz mu?,Henüz kitabı okudun mu?
Teslimat için bir ücret alıyor musunuz?,Bir teslimat ücreti var mı?
Akşam yemeği yedin mi?,Yemek mi yiyordun?
Tom bunu nasıl yapabilir?,Tom onu nasıl yapacak?
Onları ne için istiyorsunuz?,Buna niçin ihtiyacınız var?
O senin yeni erkek arkadaşın mı?,O senin yeni arkadaşın mı?
Kimin olduğunu biliyor musun?,Bunun kime ait olduğunu biliyor musun?
Bu sinir bozucu değil mi?,O rahatsız edici değil mi?
"Anne, akşam yemeği ne zaman?","Akşam yemeğini ne zaman yiyeceğiz, Anne?"
Sence Tom ve Mary gerçekten sağlıklı mı?,Gerçekten Tom ve Mary'nin sağlıklı olduğunu mu düşünüyorsun?
Neden Tom'u bulmamız gerekiyor?,Neden Tom'u bulmalıyız?
Kimse Tom ile bağlantı kurdu mu?,Kimse Tom ile iletişime geçti mi?
Biraz kahve almak ister misiniz?,Kahve içmek istiyor musun?
Yürüyüşe gitmek ister misin?,Yürüyüş yapmak ister misin?
Biraz kahve almazmısın?,Biraz çaya ne dersin?
O Tom mu?,O şey senin mi?
Uyanık mısınız?,Uyanık mısın?
Ne zaman gideceksin?,Biz ne zaman başlarız?
Kaç kediniz var arkadaşlar?,Kaç kediniz var?
Sence oraya vaktinde varabilir miyiz?,Oraya zamanında ulaşacağımızı düşünüyor musun?
Yemek yiyebilir miyim?,Bunu yiyebilirmiyim?
Dükkan ne zaman kapanır?,Saat kaçta kapanıyorsunuz?
Kitabı bu kadar çabuk mu okudun?,Bu kitabı bitirdin mi?
Eve ne zaman geleceksin?,Ne zaman başlar?
Giriş bileti ne kadar?,Giriş ücreti ne kadar?
Senin en sevdiğin Fransız şaraplarından bazıları nedir?,Favori Fransız şarabın nedir?
Allah'a güveniyor musun?,Allah'a inanır mısın?
Tom'a ne söylüyordun?,Tom'a ne söyledin?
"Yani, gelmiyor musunuz?","Yani, gelmiyor musun?"
Daha iyi hissediyor musun?,Biraz daha iyi misin?
İngilizce okuyor musun?,İngilizce mi öğreniyorsun?
"Nasıl uyudun, canım?",O iyi uyudu mu?
Siz Tom'la ilgili ne düşünüyorsunuz?,Tom hakkında ne düşünüyorsun?
Ya feminizm? Feminizm baresinde ne düşünüyorsun?,Ya hatunculuk? Hatunculuk baresinde ne düşünüyorsun?
Bu sandalyeyi onartmak yaklaşık ne kadar tutar?,Bu sandalyeyi onartmak aşağı yukarı ne tutar?
Onu nasıl tanıyorsun?,Siz arkadaşlar nerede tanıştınız?
Bugün ne yapacaksın?,Bugün ne yapacaksınız?
Hangisini tercih ediyorsun?,Ne tercih ediyorsun?
Sana o fikri ne verdi?,Onu nasıl önerdin?
"Sen piyano çalarsın, değil mi?","Piyano çalıyorsun, değil mi?"
Ne zaman geri geliyorsun?,Saat kaçta gidiyoruz?
Bu sokağın adı ne?,"Bu caddenin ismi ne, lütfen?"
Senin burcun ne?,Burcun ne?
Çay içer misin?,Kahve içmekten keyif alıyor musun?
Saat kaçta geliyorsunuz?,Ne zaman çıkacaksın?
Sen ne zaman sınavı geçtin?,Sınava ne zaman girdin?
Bir yürüyüşe ne dersiniz?,Kısa bir yürüyüş yapmak için dışarı çıkmaya ne dersin?
"Sence ben bir hata yapıyorum, değil mi?","Bir hata yaptığımı düşünüyorsun, değil mi?"
İnsan kime güvenebilir?,Kime güvenebilirsin?
Tom onu nasıl yaptı?,Tom bunu neden yapar?
Uçağın saat kaçta kalkacak?,Uçağın saat kaçta?
Biraz temiz hava almak istemez misiniz?,Kısa bir yürüyüş yapmak için dışarı çıkmaya ne dersin?
İyi görünüyor muyum?,O ne kadar tuhaf?
Kaç defa sana demeliyim?,Kaç kez sana söylemeliyim?
Uyumada problem yaşıyor musun?,Uyumada sorun yaşıyor musun?
Onun beklemesini istiyor musun?,Beklememi istiyor musun?
Bu binada mı yaşıyorsunuz?,Bu binada mı yaşıyorsun?
Benimle konuşmak isteyen kim?,Kim benimle konuşmak istiyor?
Neden onu bana söylemedin?,Neden beni uyarmadınız?
Sana biraz çay alabilir miyim?,Hepiniz birer bardak daha çay ister misiniz?
Bir fincan daha çay içmek ister misiniz?,Bana bir fincan kahve verir misin?
Son tren ne zaman kalkıyor?,Son tren saat kaçta?
Onu bana neden soruyorsun?,Neden bunun hakkında bana soruyorsun?
Öğretmenin kimdir?,Profesörünüz kim?
Onun kardeşini tanıyor musun?,Onun ağabeyini tanıyor musun?
Parola?,Şifre nedir?
"O, uyuyor mu?",Hâlâ uyumuyor musun?
Ne zaman evde olacaksın?,Ne zaman ayrılacağız?
Tom sana onu yapmanı ne zaman söyledi?,Tom ne zaman onu yapmanı söyledi?
Bana gerçeği söyleyecek misin?,Bana gerçeği söyler misin?
Seçenekler neler?,Seçeneklerde ne var?
Bunu bize verir misin?,Bunu bize verecek misin?
Buradan Belediye binasına yürümek aşağı yukarı ne kadar zaman alır?,Buradan belediye binasına yürümek ne kadar sürer?
Bir resmimizi çekebilir misin?,Bir resmimizi çeker misin?
Hatırlıyor musun?,Hatırladınız mı?
Biraz daha pasta ister misin?,Bir parça daha kek ister misiniz?
Beni istasyona götürür müsün?,Beni istasyona götürür müsünüz?
Kim ne yaptı?,Onu kim yaptı?
Bu sınıfta kaç oğlan var?,Sınıfınızda kaç tane erkek vardır?
Burada sigara içilebiliyor mu?,Sigaraya karşı mısın?
Yanına kaç kıyafet aldın?,Yanına ne kadar çamaşır aldın?
Ne zaman ayrılıyorsunuz?,Eve ne zaman geliyorsun?
Patron orada mıdır?,Başkan nerede?
Aile nasıl?,Ailen nasıl?
Daha iyi bir fikrin var mı?,Hiç daha iyi fikirlerin var mı?
Bize güveniyor musun?,Bize inanmıyor musun?
Trenle mi yoksa arabayla mı gitmeyi tercih edersin?,Trenle mi yoksa otobüsle mi gitmeyi tercih edersin?
Esperantoyu nerede öğrenebilirim?,Esperantoyu nerede öğreneceğim?
Ne temizliyorsun?,Ne yıkıyorsun?
Arkadaşlık aşktan daha mı önemli?,Dostluk aşktan daha önemli midir?
Neden büyük acele?,Ne için böyle bir acele içindesin?
Ne zaman gideceksin?,Ne zaman varırsın?
Niçin beni seviyorsun?,Niye beni seviyorsun?
İçeri gelmek ister misin?,İçeriye gelmek ister misiniz?
Eve ne zaman döneceksin?,Hareket saati nedir?
Size güvenebilir miyim?,Ne ölçüde ona güvenilebilir?
Lucy henüz aradı mı?,Lucy hâlâ aramadı mı?
Senin en sevdiğin şarkı nedir?,Favori şarkın hangisidir?
Benim ödülüm nedir?,Ne kazandım?
Henüz oy verdiniz mi?,Seçtin mi?
Ne zaman gidelim?,Neyle başlayayım?
"O, tekrar ne zaman eve gelecek?",Saat kaçta çıkıyoruz?
Hangi gün izinlisin?,Ne zaman geri dönüyorsun?
Bir yürüyüşe ne dersiniz?,Yürüyüş yapmak ister misin?
Tom size her şeyi anlatır mı?,Tom sana her şeyi söyler mi?
Endişelenmenin faydası ne?,Endişelenmenin yararı ne?
Onu nereye götürüyorsun?,Onu nereye götürüyorsunuz?
Sen benimle neden konuşmayacaksın?,Neden benimle konuşmuyorsun?
Hâlâ uykun yok mu?,Sen hâlâ uyanık mısın?
Bu şemsiye ne kadar?,Bu şemsiyenin fiyatı nedir?
Beni hâlâ tanıyor musun?,Hatırladın mı?
Tokyo'ya ne zaman varacağım?,"O,Tokyo'ya saat kaçta varacak?"
"İlkbaharı mı, sonbaharı mı daha çok seviyorsun?","Hangisini tercih edersiniz, İlkbaharı mı yoksa Sonbaharı mı?"
Onun sorunu mu var?,Onun sorunları var mı?
Neden artık o benimle yemek yemiyor?,O neden artık benimle yemek yemiyor?
Onları ayrı ayrı sarar mısınız?,"Bunu ayrı olarak sarar mısınız, lütfen?"
Niçin gülümsüyorsun?,Neden kahkaha atıyorsun?
Bir sürücü belgesine sahip misin?,Sürücü belgeniz var mı?
Paraya ihtiyacın var mı?,Paraya ihtiyacınız var mı?
Neden Tom'la gitmedin?,Neden Tom ile gitmediniz?
Neden Tom onu istiyor?,Tom bunu neden istesin?
Kimler yok?,Kim eksik?
Neden beni başından savdın?,Neden benimle değilsiniz?
Hiç daha önce bu filmi gördün mü?,Bu filmi hiç seyrettin mi?
Bunu nereden duydun?,Bunu nerede duydun?
Onun hangi saatte döneceğini düşünüyorsun?,Hangi saatte geri döneceğini düşünüyor sunuz?
Ne soruyorsun?,Niçin soruyorsun?
Neden çalışmıyorsun?,O niçin çalışmıyor?
Ne zaman gideriz?,Ne zaman geri döndün?
Boston haritan var mı?,Boston haritanız var mı?
Bir biraya daha ne dersin?,Bir bardak daha bira ister misin?
Kim sürecek?,Kim araba sürecek?
Tom Bostonda mı yaşıyor?,Tom Boston'da yaşıyor mu?
Bunu Tom'la görüştün mü?,Bunun hakkında Tom'la konuştun mu?
"Tom güvenilir, değil mi?",Tom sadık değil mi?
Ne zaman gideriz?,Ne zaman eve döneceksin?
Karınızın adı ne?,Karınızın ismi nedir?
En yakın ankesörlü telefonun nerede olduğunu söyleyebilir misin?,En yakın halka açık telefonun nerede olduğunu bana söyleyebilir misiniz lütfen?
Onun bir suç işlemiş olduğunun kanıtı nerede?,Onun bir suçlu olduğundan ne kadar eminsiniz?
Saat kaçta yola çıkıyorsun?,Ne zaman gidiyorsun?
Okul ne zaman bitti?,Ders ne zaman bitiyor?
"Tom oldukça agresif, değil mi?","Tom oldukça saldırgan, değil mi?"
"Tom büyük başlı, değil mi?","Tom kibirli, değil mi?"
O bunu görmek ister mi?,Ona bir göz atmak istiyor mu?
Tokyo Kulesi'ni hiç gördün mü?,Hiç Tokyo Kulesini gördün mü?
Okulda en sevdiğin dersler hangileriydi?,Okulda en sevdiğiniz konular nelerdi?
Sanal gerçeklik kulaklığının fiyatı ne kadardır?,O VR kulaklık seti ne kadardır?
Nerede başlayalım?,Hangisiyle başlayayım?
İsmini Arapçada nasıl yazdın?,İsminizi Arapçada nasıl yazdınız?
Neden tavsiye için öğretmenine sormuyorsun?,Neden öğretmenine danışmıyorsun?
Kaç kere sana demeliyim?,Kaç kez sana söylemeliyim?
Canınız dinlenmek istiyor mu?,Çok yorgun musun?
En sevdiğin çiçek nedir?,En sevdiğiniz çiçekler nedir?
Bir fincan kahve ister misiniz?,Bir fincan daha çay ister misin?
Hâlâ uykulu musun?,Yorgun mu hissediyorsun?
Sen bilmiyor muydun?,Bunu bilmiyor muydun?
Hâlâ ayakta mısın?,Hâlâ uyumuyor musun?
Siz hâlâ birbirinizle flört ediyor musunuz?,Siz hâlâ çıkıyor musunuz?
Ne kadar süredir Fransızca öğreniyorsun?,Fransızca öğrenmeye ne kadar süre önce başladın?
Ne tercih ediyorsun?,Kimi daha çok seviyorsunuz?
Hemen gitmek zorunda mıyım?,Şimdi gitmem gerekiyor mu?
Haftada kaç saat çalışıyorsun?,Haftada kaç saat çalışıyorsunuz?
Senin bu işten çıkarın ne?,Bu konu seni neden ilgilendiriyor?
Lambayı kapatabilir miyim?,Işıkları söndürebilir miyim?
Neden o bu kadar sakin oluyor?,O neden bu kadar sessiz?
Sizin için ne zaman uygundur?,Sizin için ne zaman uygun olur?
O binada fotoğraf çekmeye izin veriliyor mu?,Bu binada fotoğraf çekebilir miyiz?
Siz çocuklar ilk kez birbirinizle nasıl tanıştınız?,Onunla ilk olarak nasıl tanıştın?
Orada mısın?,Buraya mı?
Tom'da yorulma olayı yok mu?,Tom yorgunluk nedir bilmez mi?
Onlar bir bardak çay ister mi?,Bir bardak çay ister misin?
Beni tren istasyonuna yönlendirir misin?,Otobüs durağı nerede?
Hâlâ ayakta mısın?,"O, uyuyor mu?"
Daha önce akşam yemeğinizi yediniz mi?,Akşam yemeğini bitirdin mi?
En sevdiğin televizyon gösterisi nedir?,En sevdiğiniz TV programı hangisi?
Konser ne zaman başlar?,Konser saat kaçta?
Şarkı söylemesi için Tom'u nasıl ikna ettin?,Tom'u şarkı söylemeye nasıl ikna ettin?
Okula nereye gidersin?,Nerede liseye devam ediyorsun?
En sevdiğin hayvan hangisidir?,En sevdiğiniz hayvan hangisidir?
Onu düşündün mü?,Onun hakkında düşündün mü?
Şoför ehliyetiniz var mı?,Bir ehliyetin yok mu?
Tom ağlıyor mu?,Tom ağlıyor muydu?
Hazır değil misiniz?,Daha hazır değil misin?
"Noel yakında, doğru mu?","Noel yakın, değil mi?"
Saat kaçta gidiyoruz?,Ne zaman başlarız?
Onunla orada tanışmadın mı?,Onu orada görmedin mi?
Tom henüz uyanık mı?,Tom hâlâ ayakta mı?
Tom'la röportaj yapabilir miyiz?,Tom'la görüşebilir miyiz?
Bunu tamir edebilir misin?,Bunu nasıl tamir edeceğini biliyor musun?
Niçin böyle bir şey söyledin?,Neden bunu söyledin?
Onunla nasıl tanıştın?,Siz çocuklar ilk kez birbirinizle nasıl tanıştınız?
Almanca konuşur musun?,Almanca konuşur musunuz?
Birlikte yüzmeye ilk gidişimizi hatırlıyor musunuz?,Birlikte ilk yüzmeye gittiğimiz zamanı hatırlıyor musun?
Henüz yemek yedin mi?,Bu sabah kahvaltı yaptın mı?
Bana istasyona giden yolu gösterebilir misiniz?,Otogar nerede?
Yarın öğleden sonra meşgul müsün?,Bu öğleden sonra meşgul olacak mısın?
Burada sigara içebilir miyim?,Sigaraya karşı mısın?
Uzun süre bekliyor musun?,Uzun süre bekledin mi?
Kıskanç mısın?,Sen kıskanç mısın?
Uyanık mısınız?,Hâlâ ayakta mısın?
Benim kitabım nerede?,Benim kitaplarım nerede?
Sivrisinek ısırıklarım kaşınıyor. Onlara sürebileceğim bir şeyin var mı?,Sivrisinek sokmalarından kaşınıyorum. Herhangi bir merhemin var mı?
O kuş nedir?,O kuşa ne denir?
Kahve ister misin?,Bir fincan çay daha ister misin?
O bir seçenek mi?,Bu bir olasılık mı?
Sen birini gördün mü?,Birini gördün mü?
Ne zaman geri döndün?,Ne zaman evde olacaksın?
Şarkıyı kim söylüyor?,Şarkı söyleyen kim?
Siz erkek kardeş değil misiniz?,Korkuyor musun?
Tom'un onun için aldığım hediyeden hoşlanacağını düşünüyor musun?,Tom'un ona aldığım hediyeyi beğeneceğini düşünüyor musun?
Sana ne tür bilgi gerekiyor?,Ne bilmek istersin?
Onu kim çizdi?,Onu kim boyadı?
Nasıl sona erecek?,Bu iş nereye varacak?
Neden onu yapmalısın?,Neden bunu yapman gerekiyor?
Tom ne diyor?,Tom'un yanıtı neydi?
Yalnız başıma gitmem gerektiğine inanıyor musun?,Tek başıma gitmem gerektiğini düşünüyor musun?
Bana karşı neden çok kibarsın?,Neden bana bu kadar iyi davranıyorsun?
Sana arkadaşın olduğumu ne düşündürüyor?,Sana arkadaşın olduğumu düşündüren nedir?
En son ne zaman Boston'daydın?,Boston'a en son ne zaman gittin?
Ev ödevini tamamladın mı?,Ödevini yaptın mı?
Kim olduğumu sanıyorsun?,Beni ne zannediyorsun?
Ne zaman başlarız?,Ben nereye başlarım?
O seyahati kim planladı?,O geziyi kim planladı?
Gürültüye nasıl katlanabiliyorsun?,Sese nasıl dayanıyorsunuz?
Hepsi aynı mı?,Onların hepsi aynı mı?
O korktuğun şey mi?,Siz erkek kardeş değil misiniz?
Hiç utanman yok mu?,Kendinden utanmıyor musun?
Biz ne zaman başlarız?,Biz ne zaman yola çıkarız?
Onu orada görmediniz mi?,Onu orada görmedin mi?
Depremde yaşanan can kayıplarına ilişkin rapor aldılar mı?,Depremde kaybedilen hayatların raporlarını aldılar mı?
Bu şiirleri kim yazdı?,Bu şiiri kim yazdı?
Tom'un sorunu anladığını düşünüyor musun?,Sence Tom sorunu anlıyor mu?
Tom'un ona aldığım hediyeyi beğeneceğini düşünüyor musun?,Tom'un onun için aldığım hediyeden hoşlanacağını düşünüyor musun?
Sen tatilde nereye gidiyorsun?,Tatilde nereye gidiyorsun?
Benim tansiyonum neden yüksek?,Neden benim tansiyonum yüksek?
O ne zaman başlayacak?,Saat kaçta eve gidersin?
Hangi birini seçerdin?,Hangi birini alırdın?
Sen onu nereden biliyorsun?,Onu nereden tanıyorsun?
Onu hissedemiyor musun?,Bunu hissedemiyor musun?
Gerçekten onu düşünüyor musun?,Gerçekten öyle mi düşünüyorsun?
Ona yardım etmeyi tasarlıyor musun?,Ona yardım etmeyi planlıyor musun?
